symbol,earnings_date,trading_date,source,confidence,release_time,eps_actual,eps_estimate,eps_surprise_pct
BG,2024-02-07,2024-02-08,yahoo,actual,unknown,3.7,2.8,32.22
BG,2024-04-24,2024-04-25,yahoo,actual,unknown,3.04,2.53,20.1
BG,2024-07-31,2024-08-01,yahoo,actual,unknown,1.73,1.83,-5.48
BG,2024-10-30,2024-10-31,yahoo,actual,unknown,2.29,2.15,6.58
BG,2025-02-05,2025-02-06,yahoo,actual,unknown,2.13,2.25,-5.35
BG,2025-05-07,2025-05-08,yahoo,actual,unknown,1.81,1.31,38.3
BG,2025-07-30,2025-07-31,yahoo,actual,unknown,1.31,1.08,20.91
BG,2025-11-05,2025-11-06,yahoo,actual,unknown,2.27,1.97,15.32
BHF,2024-02-12,2024-02-13,yahoo,actual,unknown,2.92,3.69,-20.84
BHF,2024-05-07,2024-05-08,yahoo,actual,unknown,4.25,3.87,9.79
BHF,2024-08-07,2024-08-08,yahoo,actual,unknown,5.57,4.37,27.33
BHF,2024-11-07,2024-11-08,yahoo,actual,unknown,2.47,3.02,-18.31
BHF,2025-02-11,2025-02-12,yahoo,actual,unknown,5.07,4.31,17.69
BHF,2025-05-08,2025-05-09,yahoo,actual,unknown,-5.04,3.47,-245.26
BHF,2025-08-07,2025-08-08,yahoo,actual,unknown,3.43,4.39,-21.78
BHF,2025-11-06,2025-11-07,yahoo,actual,unknown,7.89,4.09,92.82
BIIB,2024-02-13,2024-02-14,yahoo,actual,unknown,2.95,3.18,-7.21
BIIB,2024-04-24,2024-04-25,yahoo,actual,unknown,3.67,3.46,6.0
BIIB,2024-08-01,2024-08-02,yahoo,actual,unknown,5.28,4.03,31.03
BIIB,2024-10-30,2024-10-31,yahoo,actual,unknown,4.08,3.79,7.79
BIIB,2025-02-12,2025-02-13,yahoo,actual,unknown,3.44,3.36,2.26
BIIB,2025-05-01,2025-05-02,yahoo,actual,unknown,3.02,2.95,2.43
BIIB,2025-07-31,2025-08-01,yahoo,actual,unknown,5.47,3.88,40.97
BIIB,2025-10-30,2025-10-31,yahoo,actual,unknown,4.81,3.88,23.88
BILL,2024-02-08,2024-02-09,yahoo,actual,unknown,0.63,0.4,57.18
BILL,2024-05-02,2024-05-03,yahoo,actual,unknown,0.6,0.54,12.1
BILL,2024-08-22,2024-08-23,yahoo,actual,unknown,0.57,0.47,21.69
BILL,2024-11-07,2024-11-08,yahoo,actual,unknown,0.63,0.5,25.48
BILL,2025-02-06,2025-02-07,yahoo,actual,unknown,0.56,0.47,20.05
BILL,2025-05-08,2025-05-09,yahoo,actual,unknown,0.5,0.37,33.62
BILL,2025-08-27,2025-08-28,yahoo,actual,unknown,0.53,0.41,30.12
BILL,2025-11-06,2025-11-07,yahoo,actual,unknown,0.61,0.51,20.78
BIO,2024-02-15,2024-02-16,yahoo,actual,unknown,3.1,2.87,8.16
BIO,2024-05-07,2024-05-08,yahoo,actual,unknown,2.29,2.14,7.12
BIO,2024-08-01,2024-08-02,yahoo,actual,unknown,3.11,2.02,54.29
BIO,2024-10-30,2024-10-31,yahoo,actual,unknown,2.01,1.18,70.83
BIO,2025-02-13,2025-02-14,yahoo,actual,unknown,2.9,2.88,0.55
BIO,2025-05-01,2025-05-02,yahoo,actual,unknown,2.54,1.78,42.51
BIO,2025-07-31,2025-08-01,yahoo,actual,unknown,2.61,1.75,49.46
BIO,2025-10-29,2025-10-30,yahoo,actual,unknown,2.26,1.93,16.97
BJ,2024-03-07,2024-03-08,yahoo,actual,unknown,1.11,1.06,4.61
BJ,2024-05-23,2024-05-24,yahoo,actual,unknown,0.85,0.83,2.51
BJ,2024-08-22,2024-08-23,yahoo,actual,unknown,1.09,1.01,8.43
BJ,2024-11-21,2024-11-22,yahoo,actual,unknown,1.18,0.93,26.75
BJ,2025-03-06,2025-03-07,yahoo,actual,unknown,0.93,0.87,6.4
BJ,2025-05-22,2025-05-23,yahoo,actual,unknown,1.14,0.91,25.1
BJ,2025-08-22,2025-08-25,yahoo,actual,unknown,1.14,1.09,4.42
BJ,2025-11-21,2025-11-24,yahoo,actual,unknown,1.16,1.09,6.27
BK,2024-01-12,2024-01-15,yahoo,actual,unknown,1.28,1.12,14.03
BK,2024-04-16,2024-04-17,yahoo,actual,unknown,1.29,1.19,8.48
BK,2024-07-12,2024-07-15,yahoo,actual,unknown,1.51,1.43,5.77
BK,2024-10-11,2024-10-14,yahoo,actual,unknown,1.52,1.42,6.88
BK,2025-01-15,2025-01-16,yahoo,actual,unknown,1.72,1.57,9.81
BK,2025-04-11,2025-04-14,yahoo,actual,unknown,1.58,1.49,5.93
BK,2025-07-15,2025-07-16,yahoo,actual,unknown,1.94,1.76,10.09
BK,2025-10-16,2025-10-17,yahoo,actual,unknown,1.91,1.77,8.08
BKNG,2024-02-22,2024-02-23,yahoo,actual,unknown,32.0,30.05,6.48
BKNG,2024-05-02,2024-05-03,yahoo,actual,unknown,20.39,14.14,44.24
BKNG,2024-08-01,2024-08-02,yahoo,actual,unknown,41.9,38.7,8.28
BKNG,2024-10-30,2024-10-31,yahoo,actual,unknown,83.89,77.38,8.42
BKNG,2025-02-20,2025-02-21,yahoo,actual,unknown,41.55,36.05,15.24
BKNG,2025-04-29,2025-04-30,yahoo,actual,unknown,10.07,16.24,-37.99
BKNG,2025-07-29,2025-07-30,yahoo,actual,unknown,55.4,50.4,9.93
BKNG,2025-10-28,2025-10-29,yahoo,actual,unknown,99.5,95.92,3.74
BKR,2024-01-23,2024-01-24,yahoo,actual,unknown,0.51,0.48,6.88
BKR,2024-04-23,2024-04-24,yahoo,actual,unknown,0.43,0.4,8.62
BKR,2024-07-25,2024-07-26,yahoo,actual,unknown,0.57,0.49,16.39
BKR,2024-10-22,2024-10-23,yahoo,actual,unknown,0.67,0.61,10.38
BKR,2025-01-30,2025-01-31,yahoo,actual,unknown,0.7,0.63,11.85
BKR,2025-04-22,2025-04-23,yahoo,actual,unknown,0.51,0.47,7.59
BKR,2025-07-22,2025-07-23,yahoo,actual,unknown,0.63,0.55,13.61
BKR,2025-10-23,2025-10-24,yahoo,actual,unknown,0.68,0.62,9.29
BLD,2024-02-28,2024-02-29,yahoo,actual,unknown,4.69,4.64,1.03
BLD,2024-05-07,2024-05-08,yahoo,actual,unknown,4.81,4.56,5.37
BLD,2024-08-06,2024-08-07,yahoo,actual,unknown,5.42,5.67,-4.48
BLD,2024-11-05,2024-11-06,yahoo,actual,unknown,5.68,5.58,1.82
BLD,2025-02-25,2025-02-26,yahoo,actual,unknown,5.13,5.05,1.61
BLD,2025-05-06,2025-05-07,yahoo,actual,unknown,4.23,4.44,-4.77
BLD,2025-08-05,2025-08-06,yahoo,actual,unknown,5.32,5.11,4.11
BLD,2025-11-04,2025-11-05,yahoo,actual,unknown,5.04,5.18,-2.63
BLDR,2024-02-22,2024-02-23,yahoo,actual,unknown,3.55,2.58,37.67
BLDR,2024-05-07,2024-05-08,yahoo,actual,unknown,2.65,2.33,13.77
BLDR,2024-08-06,2024-08-07,yahoo,actual,unknown,3.5,3.08,13.68
BLDR,2024-11-05,2024-11-06,yahoo,actual,unknown,3.07,3.02,1.65
BLDR,2025-02-20,2025-02-21,yahoo,actual,unknown,2.31,2.21,4.66
BLDR,2025-05-01,2025-05-02,yahoo,actual,unknown,1.51,1.42,6.36
BLDR,2025-07-31,2025-08-01,yahoo,actual,unknown,2.38,2.34,1.57
BLDR,2025-10-30,2025-10-31,yahoo,actual,unknown,1.88,1.72,9.06
BLK,2024-01-12,2024-01-15,yahoo,actual,unknown,9.66,8.88,8.79
BLK,2024-04-12,2024-04-15,yahoo,actual,unknown,9.81,9.39,4.47
BLK,2024-07-15,2024-07-16,yahoo,actual,unknown,10.36,9.96,3.99
BLK,2024-10-11,2024-10-14,yahoo,actual,unknown,11.46,10.31,11.11
BLK,2025-01-15,2025-01-16,yahoo,actual,unknown,11.93,11.22,6.36
BLK,2025-04-11,2025-04-14,yahoo,actual,unknown,11.3,10.13,11.59
BLK,2025-07-15,2025-07-16,yahoo,actual,unknown,12.05,10.81,11.47
BLK,2025-10-14,2025-10-15,yahoo,actual,unknown,11.55,11.34,1.87
BMRN,2024-02-22,2024-02-23,yahoo,actual,unknown,0.49,0.45,9.5
BMRN,2024-04-24,2024-04-25,yahoo,actual,unknown,0.71,0.6,18.33
BMRN,2024-08-05,2024-08-06,yahoo,actual,unknown,0.96,0.6,60.99
BMRN,2024-10-29,2024-10-30,yahoo,actual,unknown,0.91,0.79,14.73
BMRN,2025-02-19,2025-02-20,yahoo,actual,unknown,0.92,0.74,24.57
BMRN,2025-05-01,2025-05-02,yahoo,actual,unknown,1.13,0.95,18.58
BMRN,2025-08-04,2025-08-05,yahoo,actual,unknown,1.44,1.03,39.4
BMRN,2025-10-27,2025-10-28,yahoo,actual,unknown,0.12,0.34,-64.34
BMY,2024-02-02,2024-02-05,yahoo,actual,unknown,1.7,1.58,7.77
BMY,2024-04-25,2024-04-26,yahoo,actual,unknown,-4.4,-4.4,-0.05
BMY,2024-07-26,2024-07-29,yahoo,actual,unknown,2.07,1.63,27.37
BMY,2024-10-31,2024-11-01,yahoo,actual,unknown,1.8,1.5,19.98
BMY,2025-02-06,2025-02-07,yahoo,actual,unknown,1.67,1.47,13.8
BMY,2025-04-24,2025-04-25,yahoo,actual,unknown,1.8,1.5,19.88
BMY,2025-07-31,2025-08-01,yahoo,actual,unknown,1.46,1.1,32.6
BMY,2025-10-30,2025-10-31,yahoo,actual,unknown,1.63,1.52,7.55
BPOP,2024-01-25,2024-01-26,yahoo,actual,unknown,1.95,1.69,15.59
BPOP,2024-04-23,2024-04-24,yahoo,actual,unknown,1.88,1.85,1.67
BPOP,2024-07-24,2024-07-25,yahoo,actual,unknown,2.46,2.15,14.55
BPOP,2024-10-23,2024-10-24,yahoo,actual,unknown,2.16,2.38,-9.32
BPOP,2025-01-28,2025-01-29,yahoo,actual,unknown,2.52,2.1,20.4
BPOP,2025-04-23,2025-04-24,yahoo,actual,unknown,2.56,2.18,17.17
BPOP,2025-07-23,2025-07-24,yahoo,actual,unknown,3.09,2.54,21.77
BPOP,2025-10-23,2025-10-24,yahoo,actual,unknown,3.14,2.91,8.05
BR,2024-02-01,2024-02-02,yahoo,actual,unknown,0.92,0.89,3.18
BR,2024-05-08,2024-05-09,yahoo,actual,unknown,2.23,2.24,-0.24
BR,2024-08-06,2024-08-07,yahoo,actual,unknown,3.5,3.49,0.35
BR,2024-11-05,2024-11-06,yahoo,actual,unknown,1.0,0.97,3.04
BR,2025-01-31,2025-02-03,yahoo,actual,unknown,1.56,1.49,4.89
BR,2025-05-01,2025-05-02,yahoo,actual,unknown,2.44,2.41,1.17
BR,2025-08-05,2025-08-06,yahoo,actual,unknown,3.55,3.5,1.48
BR,2025-11-04,2025-11-05,yahoo,actual,unknown,1.51,1.25,21.22
BRBR,2024-02-05,2024-02-06,yahoo,actual,unknown,0.43,0.39,8.92
BRBR,2024-05-06,2024-05-07,yahoo,actual,unknown,0.45,0.33,34.51
BRBR,2024-08-05,2024-08-06,yahoo,actual,unknown,0.54,0.44,23.76
BRBR,2024-11-18,2024-11-19,yahoo,actual,unknown,0.51,0.51,0.99
BRBR,2025-02-03,2025-02-04,yahoo,actual,unknown,0.58,0.48,21.16
BRBR,2025-05-05,2025-05-06,yahoo,actual,unknown,0.53,0.53,-0.56
BRBR,2025-08-04,2025-08-05,yahoo,actual,unknown,0.55,0.5,9.93
BRBR,2025-11-18,2025-11-19,yahoo,actual,unknown,0.51,0.55,-6.84
BRK-B,2024-02-24,2024-02-26,yahoo,actual,unknown,3.92,3.79,3.28
BRK-B,2024-05-04,2024-05-06,yahoo,actual,unknown,5.2,4.9,5.99
BRK-B,2024-08-03,2024-08-05,yahoo,actual,unknown,5.38,4.77,12.84
BRK-B,2024-11-02,2024-11-04,yahoo,actual,unknown,4.68,5.28,-11.34
BRK-B,2025-02-22,2025-02-24,yahoo,actual,unknown,6.73,4.19,60.69
BRK-B,2025-05-03,2025-05-05,yahoo,actual,unknown,4.47,4.72,-5.37
BRK-B,2025-08-02,2025-08-04,yahoo,actual,unknown,5.17,5.04,2.71
BRK-B,2025-11-01,2025-11-03,yahoo,actual,unknown,6.25,5.73,9.0
BRKR,2024-02-13,2024-02-14,yahoo,actual,unknown,0.7,0.66,5.77
BRKR,2024-05-02,2024-05-03,yahoo,actual,unknown,0.53,0.46,14.05
BRKR,2024-08-06,2024-08-07,yahoo,actual,unknown,0.52,0.51,1.85
BRKR,2024-11-05,2024-11-06,yahoo,actual,unknown,0.6,0.6,-0.39
BRKR,2025-02-13,2025-02-14,yahoo,actual,unknown,0.76,0.74,3.24
BRKR,2025-05-07,2025-05-08,yahoo,actual,unknown,0.11,0.2,-45.0
BRKR,2025-08-04,2025-08-05,yahoo,actual,unknown,0.32,0.42,-23.39
BRKR,2025-11-03,2025-11-04,yahoo,actual,unknown,0.45,0.32,38.75
BRO,2024-01-22,2024-01-23,yahoo,actual,unknown,0.58,0.53,10.01
BRO,2024-04-22,2024-04-23,yahoo,actual,unknown,1.14,1.07,6.61
BRO,2024-07-22,2024-07-23,yahoo,actual,unknown,0.93,0.88,6.07
BRO,2024-10-28,2024-10-29,yahoo,actual,unknown,0.91,0.88,3.8
BRO,2025-01-27,2025-01-28,yahoo,actual,unknown,0.86,0.77,12.09
BRO,2025-04-28,2025-04-29,yahoo,actual,unknown,1.29,1.3,-0.53
BRO,2025-07-28,2025-07-29,yahoo,actual,unknown,1.03,0.99,4.55
BRO,2025-10-27,2025-10-28,yahoo,actual,unknown,1.05,0.93,12.91
BROS,2024-02-21,2024-02-22,yahoo,actual,unknown,0.04,0.01,279.51
BROS,2024-05-07,2024-05-08,yahoo,actual,unknown,0.09,0.02,425.39
BROS,2024-08-07,2024-08-08,yahoo,actual,unknown,0.19,0.13,50.87
BROS,2024-11-06,2024-11-07,yahoo,actual,unknown,0.16,0.12,37.13
BROS,2025-02-12,2025-02-13,yahoo,actual,unknown,0.07,0.02,241.46
BROS,2025-05-07,2025-05-08,yahoo,actual,unknown,0.14,0.11,32.73
BROS,2025-08-06,2025-08-07,yahoo,actual,unknown,0.2,0.18,8.62
BROS,2025-11-05,2025-11-06,yahoo,actual,unknown,0.19,0.17,11.46
BRX,2024-02-12,2024-02-13,yahoo,actual,unknown,0.22,0.2,10.54
BRX,2024-04-29,2024-04-30,yahoo,actual,unknown,0.24,0.21,15.88
BRX,2024-07-29,2024-07-30,yahoo,actual,unknown,0.24,0.22,11.99
BRX,2024-10-28,2024-10-29,yahoo,actual,unknown,0.22,0.22,-1.58
BRX,2025-02-10,2025-02-11,yahoo,actual,unknown,0.19,0.22,-13.39
BRX,2025-04-28,2025-04-29,yahoo,actual,unknown,0.22,0.22,-2.99
BRX,2025-07-28,2025-07-29,yahoo,actual,unknown,0.23,0.21,7.28
BRX,2025-10-27,2025-10-28,yahoo,actual,unknown,0.18,0.22,-21.26
BSX,2024-01-31,2024-02-01,yahoo,actual,unknown,0.55,0.51,7.33
BSX,2024-04-24,2024-04-25,yahoo,actual,unknown,0.56,0.51,9.14
BSX,2024-07-24,2024-07-25,yahoo,actual,unknown,0.62,0.58,6.51
BSX,2024-10-23,2024-10-24,yahoo,actual,unknown,0.63,0.59,7.05
BSX,2025-02-05,2025-02-06,yahoo,actual,unknown,0.7,0.66,6.57
BSX,2025-04-23,2025-04-24,yahoo,actual,unknown,0.75,0.67,11.52
BSX,2025-07-23,2025-07-24,yahoo,actual,unknown,0.75,0.73,3.42
BSX,2025-10-22,2025-10-23,yahoo,actual,unknown,0.75,0.71,5.09
BSY,2024-02-27,2024-02-28,yahoo,actual,unknown,0.2,0.18,9.89
BSY,2024-05-07,2024-05-08,yahoo,actual,unknown,0.31,0.26,18.4
BSY,2024-08-06,2024-08-07,yahoo,actual,unknown,0.31,0.23,33.2
BSY,2024-11-07,2024-11-08,yahoo,actual,unknown,0.24,0.24,-1.86
BSY,2025-02-26,2025-02-27,yahoo,actual,unknown,0.21,0.22,-4.2
BSY,2025-05-07,2025-05-08,yahoo,actual,unknown,0.35,0.3,16.55
BSY,2025-08-06,2025-08-07,yahoo,actual,unknown,0.32,0.29,11.96
BSY,2025-11-05,2025-11-06,yahoo,actual,unknown,0.27,0.27,-0.98
BURL,2024-03-07,2024-03-08,yahoo,actual,unknown,3.66,3.3,10.94
BURL,2024-05-30,2024-05-31,yahoo,actual,unknown,1.35,1.05,28.9
BURL,2024-08-29,2024-08-30,yahoo,actual,unknown,1.2,0.96,25.27
BURL,2024-11-26,2024-11-27,yahoo,actual,unknown,1.55,1.55,0.25
BURL,2025-03-06,2025-03-07,yahoo,actual,unknown,4.07,3.77,7.97
BURL,2025-05-29,2025-05-30,yahoo,actual,unknown,1.2,1.43,-16.0
BURL,2025-08-28,2025-08-29,yahoo,actual,unknown,1.59,1.29,23.03
BURL,2025-11-25,2025-11-26,yahoo,actual,unknown,1.68,1.64,2.65
BWA,2024-02-08,2024-02-09,yahoo,actual,unknown,0.9,0.94,-4.7
BWA,2024-05-02,2024-05-03,yahoo,actual,unknown,1.03,0.87,18.32
BWA,2024-07-31,2024-08-01,yahoo,actual,unknown,1.19,1.01,17.67
BWA,2024-10-31,2024-11-01,yahoo,actual,unknown,1.09,0.93,16.6
BWA,2025-02-06,2025-02-07,yahoo,actual,unknown,1.01,0.96,5.26
BWA,2025-05-07,2025-05-08,yahoo,actual,unknown,1.11,0.97,13.88
BWA,2025-07-31,2025-08-01,yahoo,actual,unknown,1.03,1.04,-0.78
BWA,2025-10-30,2025-10-31,yahoo,actual,unknown,0.73,1.13,-35.66
BWXT,2024-02-27,2024-02-28,yahoo,actual,unknown,1.01,0.93,8.94
BWXT,2024-05-06,2024-05-07,yahoo,actual,unknown,0.76,0.69,10.81
BWXT,2024-08-05,2024-08-06,yahoo,actual,unknown,0.82,0.74,10.67
BWXT,2024-11-04,2024-11-05,yahoo,actual,unknown,0.83,0.77,7.13
BWXT,2025-02-24,2025-02-25,yahoo,actual,unknown,0.77,0.82,-6.38
BWXT,2025-05-05,2025-05-06,yahoo,actual,unknown,0.91,0.76,19.04
BWXT,2025-08-04,2025-08-05,yahoo,actual,unknown,1.02,0.79,28.67
BWXT,2025-11-03,2025-11-04,yahoo,actual,unknown,0.89,0.86,3.73
BX,2024-01-25,2024-01-26,yahoo,actual,unknown,1.11,0.95,16.94
BX,2024-04-17,2024-04-18,yahoo,actual,unknown,0.98,0.97,1.27
BX,2024-07-18,2024-07-19,yahoo,actual,unknown,0.96,0.98,-2.34
BX,2024-10-17,2024-10-18,yahoo,actual,unknown,1.01,0.91,10.47
BX,2025-01-30,2025-01-31,yahoo,actual,unknown,1.69,1.47,15.23
BX,2025-04-17,2025-04-18,yahoo,actual,unknown,1.09,1.06,3.11
BX,2025-07-24,2025-07-25,yahoo,actual,unknown,1.21,1.09,10.7
BX,2025-10-23,2025-10-24,yahoo,actual,unknown,1.52,1.23,23.89
BXP,2024-01-30,2024-01-31,yahoo,actual,unknown,0.57,0.62,-6.85
BXP,2024-04-30,2024-05-01,yahoo,actual,unknown,0.44,0.47,-6.39
BXP,2024-07-30,2024-07-31,yahoo,actual,unknown,0.5,0.45,11.96
BXP,2024-10-29,2024-10-30,yahoo,actual,unknown,0.51,0.48,6.42
BXP,2025-01-28,2025-01-29,yahoo,actual,unknown,0.71,0.44,59.21
BXP,2025-04-29,2025-04-30,yahoo,actual,unknown,0.4,0.33,22.55
BXP,2025-07-29,2025-07-30,yahoo,actual,unknown,0.56,0.42,33.62
BXP,2025-10-28,2025-10-29,yahoo,actual,unknown,-0.36,0.39,-194.03
BYD,2024-02-08,2024-02-09,yahoo,actual,unknown,1.66,1.49,11.75
BYD,2024-04-25,2024-04-26,yahoo,actual,unknown,1.51,1.59,-4.88
BYD,2024-07-25,2024-07-26,yahoo,actual,unknown,1.58,1.49,6.11
BYD,2024-10-24,2024-10-25,yahoo,actual,unknown,1.52,1.4,8.7
BYD,2025-02-06,2025-02-07,yahoo,actual,unknown,1.96,1.79,9.3
BYD,2025-04-24,2025-04-25,yahoo,actual,unknown,1.62,1.52,6.32
BYD,2025-07-24,2025-07-25,yahoo,actual,unknown,1.87,1.67,12.18
BYD,2025-10-23,2025-10-24,yahoo,actual,unknown,1.72,1.63,5.84
C,2024-01-12,2024-01-15,yahoo,actual,unknown,-1.16,0.6,-293.33
C,2024-04-12,2024-04-15,yahoo,actual,unknown,1.58,1.17,35.47
C,2024-07-12,2024-07-15,yahoo,actual,unknown,1.52,1.41,8.11
C,2024-10-15,2024-10-16,yahoo,actual,unknown,1.52,1.32,15.76
C,2025-01-15,2025-01-16,yahoo,actual,unknown,1.35,1.24,8.7
C,2025-04-15,2025-04-16,yahoo,actual,unknown,1.96,1.85,5.93
C,2025-07-15,2025-07-16,yahoo,actual,unknown,2.04,1.59,28.26
C,2025-10-14,2025-10-15,yahoo,actual,unknown,2.26,1.93,17.44
CACI,2024-01-24,2024-01-25,yahoo,actual,unknown,4.36,4.48,-2.72
CACI,2024-04-24,2024-04-25,yahoo,actual,unknown,5.74,5.54,3.65
CACI,2024-08-07,2024-08-08,yahoo,actual,unknown,6.61,5.93,11.45
CACI,2024-10-23,2024-10-24,yahoo,actual,unknown,5.93,5.04,17.66
CACI,2025-01-22,2025-01-23,yahoo,actual,unknown,5.95,5.2,14.42
CACI,2025-04-23,2025-04-24,yahoo,actual,unknown,6.23,5.6,11.3
CACI,2025-08-06,2025-08-07,yahoo,actual,unknown,8.4,6.58,27.73
CACI,2025-10-22,2025-10-23,yahoo,actual,unknown,6.85,6.15,11.37
CAG,2024-01-04,2024-01-05,yahoo,actual,unknown,0.71,0.68,4.6
CAG,2024-04-04,2024-04-05,yahoo,actual,unknown,0.69,0.65,6.19
CAG,2024-07-11,2024-07-12,yahoo,actual,unknown,0.61,0.57,6.39
CAG,2024-10-02,2024-10-03,yahoo,actual,unknown,0.53,0.6,-11.27
CAG,2024-12-19,2024-12-20,yahoo,actual,unknown,0.7,0.67,3.92
CAG,2025-04-03,2025-04-04,yahoo,actual,unknown,0.51,0.53,-3.18
CAG,2025-07-10,2025-07-11,yahoo,actual,unknown,0.53,0.56,-5.92
CAG,2025-10-01,2025-10-02,yahoo,actual,unknown,0.34,0.34,1.49
CAG,2025-12-19,2025-12-22,yahoo,actual,unknown,-1.39,0.44,-419.54
CAH,2024-02-01,2024-02-02,yahoo,actual,unknown,1.82,1.6,14.0
CAH,2024-05-02,2024-05-03,yahoo,actual,unknown,2.08,1.95,6.63
CAH,2024-08-14,2024-08-15,yahoo,actual,unknown,1.84,1.73,6.27
CAH,2024-11-01,2024-11-04,yahoo,actual,unknown,1.88,1.62,15.88
CAH,2025-01-30,2025-01-31,yahoo,actual,unknown,1.93,1.76,9.39
CAH,2025-05-01,2025-05-02,yahoo,actual,unknown,2.1,1.69,23.95
CAH,2025-08-12,2025-08-13,yahoo,actual,unknown,2.08,2.03,2.36
CAH,2025-10-30,2025-10-31,yahoo,actual,unknown,2.55,2.17,17.33
CARR,2024-02-06,2024-02-07,yahoo,actual,unknown,0.53,0.51,3.85
CARR,2024-04-25,2024-04-26,yahoo,actual,unknown,0.29,0.48,-39.16
CARR,2024-07-25,2024-07-26,yahoo,actual,unknown,0.87,0.85,2.82
CARR,2024-10-24,2024-10-25,yahoo,actual,unknown,0.77,0.79,-2.22
CARR,2025-02-11,2025-02-12,yahoo,actual,unknown,0.54,0.48,11.41
CARR,2025-05-01,2025-05-02,yahoo,actual,unknown,0.65,0.58,11.28
CARR,2025-07-29,2025-07-30,yahoo,actual,unknown,0.92,0.9,1.94
CARR,2025-10-28,2025-10-29,yahoo,actual,unknown,0.67,0.57,17.69
CART,2024-02-13,2024-02-14,yahoo,actual,unknown,0.91,0.5,80.18
CART,2024-05-10,2024-05-13,yahoo,actual,unknown,2.02,0.54,274.15
CART,2024-08-06,2024-08-07,yahoo,actual,unknown,0.21,0.46,-54.57
CART,2024-11-12,2024-11-13,yahoo,actual,unknown,0.42,0.23,84.87
CART,2025-02-25,2025-02-26,yahoo,actual,unknown,0.5,0.71,-29.84
CART,2025-05-01,2025-05-02,yahoo,actual,unknown,0.5,0.72,-30.57
CART,2025-08-07,2025-08-08,yahoo,actual,unknown,0.41,0.38,6.9
CART,2025-11-10,2025-11-11,yahoo,actual,unknown,0.51,0.79,-34.73
CASY,2024-03-11,2024-03-12,yahoo,actual,unknown,2.33,2.14,8.99
CASY,2024-06-11,2024-06-12,yahoo,actual,unknown,2.34,1.72,36.25
CASY,2024-09-04,2024-09-05,yahoo,actual,unknown,4.83,4.51,7.19
CASY,2024-12-09,2024-12-10,yahoo,actual,unknown,4.85,4.29,13.06
CASY,2025-03-11,2025-03-12,yahoo,actual,unknown,2.33,2.06,12.97
CASY,2025-06-09,2025-06-10,yahoo,actual,unknown,2.63,1.92,37.29
CASY,2025-09-08,2025-09-09,yahoo,actual,unknown,5.77,5.05,14.26
CASY,2025-12-09,2025-12-10,yahoo,actual,unknown,5.53,5.2,6.26
CAT,2024-02-05,2024-02-06,yahoo,actual,unknown,5.23,4.75,10.06
CAT,2024-04-25,2024-04-26,yahoo,actual,unknown,5.6,5.13,9.13
CAT,2024-08-06,2024-08-07,yahoo,actual,unknown,5.99,5.54,8.14
CAT,2024-10-30,2024-10-31,yahoo,actual,unknown,5.17,5.35,-3.44
CAT,2025-01-30,2025-01-31,yahoo,actual,unknown,5.14,5.03,2.25
CAT,2025-04-30,2025-05-01,yahoo,actual,unknown,4.25,4.34,-2.19
CAT,2025-08-05,2025-08-06,yahoo,actual,unknown,4.72,4.9,-3.73
CAT,2025-10-29,2025-10-30,yahoo,actual,unknown,4.95,4.52,9.43
CAVA,2024-02-26,2024-02-27,yahoo,actual,unknown,0.03,0.01,214.52
CAVA,2024-05-28,2024-05-29,yahoo,actual,unknown,0.12,0.04,204.03
CAVA,2024-08-22,2024-08-23,yahoo,actual,unknown,0.17,0.12,37.01
CAVA,2024-11-12,2024-11-13,yahoo,actual,unknown,0.15,0.11,33.36
CAVA,2025-02-25,2025-02-26,yahoo,actual,unknown,0.05,0.06,-18.07
CAVA,2025-05-15,2025-05-16,yahoo,actual,unknown,0.22,0.15,48.76
CAVA,2025-08-12,2025-08-13,yahoo,actual,unknown,0.16,0.14,15.64
CAVA,2025-11-04,2025-11-05,yahoo,actual,unknown,0.12,0.13,-7.31
CB,2024-01-30,2024-01-31,yahoo,actual,unknown,5.54,5.12,8.13
CB,2024-04-23,2024-04-24,yahoo,actual,unknown,5.41,5.3,2.11
CB,2024-07-23,2024-07-24,yahoo,actual,unknown,5.38,5.15,4.4
CB,2024-10-29,2024-10-30,yahoo,actual,unknown,5.7,5.06,12.58
CB,2025-01-28,2025-01-29,yahoo,actual,unknown,6.02,5.45,10.46
CB,2025-04-22,2025-04-23,yahoo,actual,unknown,3.68,3.23,14.0
CB,2025-07-22,2025-07-23,yahoo,actual,unknown,6.14,5.97,2.85
CB,2025-10-21,2025-10-22,yahoo,actual,unknown,7.49,6.16,21.68
CBOE,2024-02-02,2024-02-05,yahoo,actual,unknown,2.06,2.03,1.28
CBOE,2024-05-03,2024-05-06,yahoo,actual,unknown,2.15,2.04,5.23
CBOE,2024-08-02,2024-08-05,yahoo,actual,unknown,2.15,2.1,2.2
CBOE,2024-11-01,2024-11-04,yahoo,actual,unknown,2.22,2.19,1.29
CBOE,2025-02-07,2025-02-10,yahoo,actual,unknown,2.1,2.12,-0.88
CBOE,2025-05-02,2025-05-05,yahoo,actual,unknown,2.5,2.36,5.76
CBOE,2025-08-01,2025-08-04,yahoo,actual,unknown,2.23,2.3,-3.13
CBOE,2025-10-31,2025-11-03,yahoo,actual,unknown,2.85,2.34,22.06
